,Unnamed: 0,id,imdb_id,title,original_title,release_date,revenue,budget,runtime,tagline,overview,production_countries,vote_average,vote_count,all_production_cos,list_genres,release_year,multiple,Lionsgate,Warner,fox,marvel,paramount,disney,production_companies,revenue_m,budget_m,is_us
1501,1501,16523.0,tt0386117,Where the Wild Things Are,Where the Wild Things Are,2009-10-16,100086793.0,100000000.0,101.0,There's one in all of us.,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,932.0,"['LegendaryEntertainment', 'VillageRoadshowPictures', 'Playtone', 'WildThingsProductions', 'WarnerBros.Pictures']","['Family', 'Fantasy', 'ScienceFiction']",2009,1.00086793,False,True,False,False,False,False,"['LegendaryEntertainment', 'VillageRoadshowPictures', 'Playtone', 'WildThingsProductions', 'WarnerBros.Pictures']",100.086793,100.0,True
1502,1502,10488.0,tt0410377,Nim's Island,Nim's Island,2008-04-03,100076342.0,37000000.0,96.0,Be the hero of your own story.,A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.8,616.0,['WaldenMedia'],"['Adventure', 'Comedy', 'Family', 'Fantasy']",2008,2.704766,False,False,False,False,False,False,['WaldenMedia'],100.076342,37.0,True
1503,1503,12103.0,tt0260866,Don't Say a Word,Don't Say a Word,2001-09-28,100020092.0,50000000.0,113.0,...I'll never tell.,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..","['{iso_3166_1:AU', 'name:Australia}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.1,387.0,"['VillageRoadshowPictures', 'NPVEntertainment', 'RegencyEnterprises', 'KopelsonEntertainment', 'EpsilonMotionPictures', 'NewRegencyPictures', 'FurthurFilms', '20thCenturyFox']","['Thriller', 'Drama']",2001,2.00040184,False,False,True,False,False,False,"['VillageRoadshowPictures', 'NPVEntertainment', 'RegencyEnterprises', 'KopelsonEntertainment', 'EpsilonMotionPictures', 'NewRegencyPictures', 'FurthurFilms', '20thCenturyFox']",100.020092,50.0,True
1507,1507,57214.0,tt1636826,Project X,Project X,2012-03-01,100000000.0,12000000.0,88.0,Witness it,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,2844.0,"['SilverPictures', 'GreenHatFilms']","['Comedy', 'Crime']",2012,8.333333333333334,False,False,False,False,False,False,"['SilverPictures', 'GreenHatFilms']",100.0,12.0,True
1508,1508,12593.0,tt0068612,Fritz the Cat,Fritz the Cat,1972-04-12,100000000.0,850000.0,78.0,"We're not rated X for nothin', baby!",A hypocritical swinging college student cat raises hell in a satiric vision of various elements on the 1960's.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,100.0,"['CinemationIndustries', 'SteveKrantzProductions', 'BlackInkFilms', 'AuricaFinanceCompany', 'FritzProductions']","['Animation', 'Comedy', 'Drama']",1972,117.6470588235294,False,False,False,False,False,False,"['CinemationIndustries', 'SteveKrantzProductions', 'BlackInkFilms', 'AuricaFinanceCompany', 'FritzProductions']",100.0,0.85,True
1509,1509,9610.0,tt0087078,Conan the Destroyer,Conan the Destroyer,1984-06-29,100000000.0,18000000.0,103.0,The most powerful legend of all is back in a new adventure.,"Based on a character created by Robert E. Howard, this fast-paced, occasionally humorous sequel to Conan the Barbarian features the hero (Arnold Schwarzenegger) as he is commissioned by the evil queen Taramis (Sarah Douglas) to safely escort a teen princess (Olivia D'Abo) and her powerful bodyguard (Wilt Chamberlain) to a far away castle to retrieve the magic Horn of Dagon. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro (Mako), the wild woman Zula (Grace Jones), and the inept Malak (Tracey Walter). Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.9,633.0,"['DeLaurentiisEntertainmentGroup(DEG)', 'UniversalPictures']","['Adventure', 'Fantasy', 'Action']",1984,5.555555555555555,False,False,False,False,False,False,"['DeLaurentiisEntertainmentGroup(DEG)', 'UniversalPictures']",100.0,18.0,True
1515,1515,1620.0,tt0465494,Hitman,Hitman,2007-11-21,99965753.0,24000000.0,89.0,Assassin 47,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.","['{iso_3166_1:FR', 'name:France}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.9,1583.0,"['AnkaFilm', 'DaybreakProductions', 'DuneEntertainment', 'PrimeUniverseProductions', 'EuropaCorp', '20thCenturyFox']","['Action', 'Crime', 'Drama', 'Thriller']",2007,4.165239708333333,False,False,True,False,False,False,"['AnkaFilm', 'DaybreakProductions', 'DuneEntertainment', 'PrimeUniverseProductions', 'EuropaCorp', '20thCenturyFox']",99.965753,24.0,True
1517,1517,11667.0,tt0111301,Street Fighter,Street Fighter,1994-12-22,99423521.0,35000000.0,102.0,The fight to save the world is on!,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,"['{iso_3166_1:JP', 'name:Japan}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",4.2,597.0,"['Capcom', 'UniversalPictures']","['Action', 'Adventure', 'Thriller', 'Drama']",1994,2.8406720285714284,False,False,False,False,False,False,"['Capcom', 'UniversalPictures']",99.423521,35.0,True
1518,1518,77877.0,tt1327194,The Lucky One,The Lucky One,2012-04-19,99357138.0,25000000.0,101.0,,"U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.9,1881.0,"['DiNoviPictures', 'LangleyParkProduction', 'VillageRoadshowPictures', 'WarnerBros.Pictures']","['Drama', 'Romance']",2012,3.97428552,False,True,False,False,False,False,"['DiNoviPictures', 'LangleyParkProduction', 'VillageRoadshowPictures', 'WarnerBros.Pictures']",99.357138,25.0,True
1519,1519,1487.0,tt0167190,Hellboy,Hellboy,2004-04-02,99318987.0,66000000.0,122.0,From the Dark Side to Our Side.,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.6,3815.0,"['ColumbiaPictures', 'RevolutionStudios', 'DarkHorseEntertainment', 'LawrenceGordonProductions', 'StarliteFilms']","['Fantasy', 'Action', 'ScienceFiction']",2004,1.5048331363636365,False,False,False,False,False,False,"['ColumbiaPictures', 'RevolutionStudios', 'DarkHorseEntertainment', 'LawrenceGordonProductions', 'StarliteFilms']",99.318987,66.0,True
1520,1520,160588.0,tt2334873,Blue Jasmine,Blue Jasmine,2013-07-25,99206215.0,18000000.0,98.0,Blue Moon. I used to know the words. Now they're all a jumble.,"Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.0,1885.0,"['GravierProductions', 'PerdidoProductions']","['Comedy', 'Drama']",2013,5.511456388888889,False,False,False,False,False,False,"['GravierProductions', 'PerdidoProductions']",99.206215,18.0,True
1521,1521,420814.0,tt4575576,Christopher Robin,Christopher Robin,2018-08-02,99138899.0,75000000.0,104.0,Don't underestimate the value of doing nothing.,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.4,1055.0,"['WaltDisneyPictures', '2DUX²']","['Adventure', 'Comedy', 'Family', 'Fantasy']",2018,1.3218519866666667,False,False,False,False,False,True,"['WaltDisneyPictures', '2DUX²']",99.138899,75.0,True
1526,1526,261023.0,tt1355683,Black Mass,Black Mass,2015-09-04,98837872.0,53000000.0,122.0,Keep your enemies close.,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,1958.0,"['VendianEntertainment', 'InfinitumNihil', 'HeadGearFilms', 'CrossCreekPictures', 'FreeStatePictures', 'RatPac-DuneEntertainment', 'LeGrisbiProductions']","['Drama', 'Crime']",2015,1.8648655094339623,False,False,False,False,False,False,"['VendianEntertainment', 'InfinitumNihil', 'HeadGearFilms', 'CrossCreekPictures', 'FreeStatePictures', 'RatPac-DuneEntertainment', 'LeGrisbiProductions']",98.837872,53.0,True
1527,1527,11353.0,tt0131325,Bowfinger,Bowfinger,1999-08-12,98625775.0,55000000.0,97.0,The con is on.,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.0,396.0,['UniversalPictures'],['Comedy'],1999,1.793195909090909,False,False,False,False,False,False,['UniversalPictures'],98.625775,55.0,True
1528,1528,298312.0,tt3567288,The Visit,The Visit,2015-09-10,98450062.0,5000000.0,94.0,No one loves you like your grandparents.,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.2,2527.0,"['BlumhouseProductions', 'BlindingEdgePictures']","['Horror', 'Thriller', 'Mystery']",2015,19.6900124,False,False,False,False,False,False,"['BlumhouseProductions', 'BlindingEdgePictures']",98.450062,5.0,True
1529,1529,54518.0,tt1702443,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011-02-11,98441954.0,13000000.0,105.0,Find out what's possible if you never give up.,"Tells the story of Justin Bieber, the kid from Canada with the hair, the smile and the voice: It chronicles his unprecedented rise to fame, all the way from busking in the streets of Stratford, Canada to putting videos on YouTube to selling out Madison Square Garden in New York as the headline act during the My World Tour from 2010. It features Usher, Scooter Braun, Ludacris, Sean Kingston, Antonio ""L.A."" Reid, Boyz II Men, Miley Cyrus, Jaden Smith, Justin's family members and parts of his crew and huge fanbase in a mix of interviews and guest performances. It was released in 3D in theaters all around the world and is the highest grossing concert movie of all time, beating the previous record held by Michael Jackson's This Is It from 2009.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.1,226.0,"['InsurgePictures', 'MagicalElvesProductions', 'ScooterBraunFilms']","['Documentary', 'Music', 'Family']",2011,7.572458,False,False,False,False,False,False,"['InsurgePictures', 'MagicalElvesProductions', 'ScooterBraunFilms']",98.441954,13.0,True
1530,1530,1640.0,tt0375679,Crash,Crash,2004-09-10,98410061.0,6500000.0,112.0,You think you know who you are. You have no idea.,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","['{iso_3166_1:DE', 'name:Germany}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.3,1823.0,"['Lionsgate', 'BlackfriarsBridgeFilms', 'YariFilmGroup', 'BobYariProductions', 'ApolloProScreenFilmproduktion', '""BullsEyeEntertainment""', 'DEJProductions', 'HarrisCompany']",['Drama'],2004,15.140009384615384,True,False,False,False,False,False,"['Lionsgate', 'BlackfriarsBridgeFilms', 'YariFilmGroup', 'BobYariProductions', 'ApolloProScreenFilmproduktion', '""BullsEyeEntertainment""', 'DEJProductions', 'HarrisCompany']",98.410061,6.5,True
1531,1531,9397.0,tt0251075,Evolution,Evolution,2001-06-08,98376292.0,80000000.0,101.0,Coming to wipe that silly smile off your planet.,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.8,1071.0,"['ColumbiaPictures', 'DreamWorks', 'TheMontecitoPictureCompany']","['Action', 'Comedy', 'ScienceFiction']",2001,1.22970365,False,False,False,False,False,False,"['ColumbiaPictures', 'DreamWorks', 'TheMontecitoPictureCompany']",98.376292,80.0,True
1532,1532,87421.0,tt1411250,Riddick,Riddick,2013-09-02,98337295.0,38000000.0,119.0,Survival Is His Revenge,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.2,2786.0,"['OneRace', 'RiddickCanadaProductions', 'RadarPictures']","['ScienceFiction', 'Action', 'Thriller']",2013,2.587823552631579,False,False,False,False,False,False,"['OneRace', 'RiddickCanadaProductions', 'RadarPictures']",98.337295,38.0,True
