,Unnamed: 0,id,imdb_id,title,original_title,release_date,revenue,budget,runtime,tagline,overview,production_countries,vote_average,vote_count,all_production_cos,list_genres,release_year,multiple,Lionsgate,Warner,fox,marvel,paramount,disney,production_companies,revenue_m,budget_m,is_us
1007,1007,4379.0,tt0369735,Monster-in-Law,Monster-in-Law,2005-05-13,154749918.0,43000000.0,101.0,This relationship is going to be a real mother.,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}', '{iso_3166_1:DE', 'name:Germany}']",5.9,779.0,"['KumarMobiliengesellschaftmbH&Co.ProjektNr.1KG', 'NewLineCinema', 'BenderSpink', 'SpringCreekProductions']","['Romance', 'Comedy']",2005,3.5988353023255812,False,False,False,False,False,False,"['KumarMobiliengesellschaftmbH&Co.ProjektNr.1KG', 'NewLineCinema', 'BenderSpink', 'SpringCreekProductions']",154.749918,43.0,True
1008,1008,9833.0,tt0293508,The Phantom of the Opera,The Phantom of the Opera,2004-12-08,154648887.0,70000000.0,143.0,The classic musical comes to the big screen for the first time.,"Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles. Things get worse when Christine meets back up with her childhood acquaintance Raoul and the two fall in love","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.2,744.0,"['ReallyUsefulFilms', 'OdysseyEntertainment', 'ScionFilms', 'WarnerBros.Pictures']","['Thriller', 'Drama', 'Romance']",2004,2.2092698142857143,False,True,False,False,False,False,"['ReallyUsefulFilms', 'OdysseyEntertainment', 'ScionFilms', 'WarnerBros.Pictures']",154.648887,70.0,True
1009,1009,23168.0,tt0840361,The Town,The Town,2010-09-15,154026136.0,37000000.0,125.0,Welcome to the bank robbery capital of America.,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.1,2289.0,"['LegendaryEntertainment', 'GKFilms', 'ThunderRoadPictures', 'WarnerBros.Pictures']","['Crime', 'Drama', 'Thriller']",2010,4.162868540540541,False,True,False,False,False,False,"['LegendaryEntertainment', 'GKFilms', 'ThunderRoadPictures', 'WarnerBros.Pictures']",154.026136,37.0,True
1010,1010,168530.0,tt1408253,Ride Along,Ride Along,2014-01-07,153997819.0,25000000.0,99.0,Propose to this cop's sister? Rookie mistake.,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.2,1240.0,"['RainforestEntertainment', 'UniversalPictures', 'RelativityMedia', 'CubeVision']","['Action', 'Comedy']",2014,6.15991276,False,False,False,False,False,False,"['RainforestEntertainment', 'UniversalPictures', 'RelativityMedia', 'CubeVision']",153.997819,25.0,True
1011,1011,256591.0,tt2381941,Focus,Focus,2015-02-25,153962963.0,50100000.0,105.0,Never Drop The Con.,"Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.8,3985.0,"['K&SFilms', 'RatPac-DuneEntertainment', 'ZaftigFilms']","['Romance', 'Comedy', 'Crime', 'Drama']",2015,3.0731130339321355,False,False,False,False,False,False,"['K&SFilms', 'RatPac-DuneEntertainment', 'ZaftigFilms']",153.962963,50.1,True
1012,1012,1634.0,tt0106965,Free Willy,Free Willy,1993-07-16,153698625.0,20000000.0,112.0,How far would you go for a friend?,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.","['{iso_3166_1:FR', 'name:France}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.0,799.0,"['Canal+', 'RegencyEnterprises', 'AlcorFilms', 'WarnerBros.Pictures', 'Donner/Shuler-DonnerProductions']","['Family', 'Adventure', 'Drama']",1993,7.68493125,False,True,False,False,False,False,"['Canal+', 'RegencyEnterprises', 'AlcorFilms', 'WarnerBros.Pictures', 'Donner/Shuler-DonnerProductions']",153.698625,20.0,True
1013,1013,11595.0,tt0099044,Another 48 Hrs.,Another 48 Hrs.,1990-06-08,153518974.0,38000000.0,95.0,The boys are back in town.,"For the past four years, San Francisco cop Jack Cates has been after an unidentified drug kingpin who calls himself the ""Ice Man"". Jack finds a picture that proves that the Ice Man has put a price on the head of Reggie Hammond, who is scheduled to be released from prison on the next day.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.9,329.0,['Paramount'],"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",1990,4.039973,False,False,False,False,True,False,['Paramount'],153.518974,38.0,True
1014,1014,927.0,tt0087363,Gremlins,Gremlins,1984-06-07,153083102.0,11000000.0,106.0,"Don't get him wet, keep him out of bright light, and never feed him after midnight.","When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.0,3138.0,"['AmblinEntertainment', 'WarnerBros.Pictures']","['Fantasy', 'Horror', 'Comedy']",1984,13.916645636363636,False,True,False,False,False,False,"['AmblinEntertainment', 'WarnerBros.Pictures']",153.083102,11.0,True
1015,1015,1813.0,tt0118971,The Devil's Advocate,The Devil's Advocate,1997-10-17,152944660.0,57000000.0,144.0,Evil has its winning ways.,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.,"['{iso_3166_1:DE', 'name:Germany}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.3,2512.0,"['MonarchyEnterprisesB.V.', 'RegencyEnterprises', 'KopelsonEntertainment', 'NewRegencyPictures', 'TaurusFilm', 'WarnerBros.Pictures']","['Drama', 'Mystery', 'Thriller', 'Fantasy']",1997,2.683239649122807,False,True,False,False,False,False,"['MonarchyEnterprisesB.V.', 'RegencyEnterprises', 'KopelsonEntertainment', 'NewRegencyPictures', 'TaurusFilm', 'WarnerBros.Pictures']",152.94466,57.0,True
1016,1016,59108.0,tt0471042,Tower Heist,Tower Heist,2011-11-02,152930623.0,75000000.0,104.0,Ordinary guys. An extraordinary robbery.,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.9,1538.0,"['UniversalPictures', 'ImageEntertainment', 'RelativityMedia', 'RatEntertainment']","['Action', 'Comedy']",2011,2.0390749733333333,False,False,False,False,False,False,"['UniversalPictures', 'ImageEntertainment', 'RelativityMedia', 'RatEntertainment']",152.930623,75.0,True
1017,1017,215.0,tt0432348,Saw II,Saw II,2005-10-28,152925093.0,4000000.0,89.0,Oh Yes... There Will Be Blood.,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.5,2582.0,"['Saw2Productions', 'LionsGateFilms', 'GotFilms', 'TwistedPictures', 'EvolutionEntertainment']",['Horror'],2005,38.23127325,True,False,False,False,False,False,"['Saw2Productions', 'LionsGateFilms', 'GotFilms', 'TwistedPictures', 'EvolutionEntertainment']",152.925093,4.0,True
1018,1018,392.0,tt0241303,Chocolat,Chocolat,2000-12-14,152500343.0,25000000.0,121.0,...and the world is still indulging!,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.9,1741.0,"['FatFree', 'Miramax', 'DavidBrownProductions']","['Comedy', 'Drama', 'Romance']",2000,6.10001372,False,False,False,False,False,False,"['FatFree', 'Miramax', 'DavidBrownProductions']",152.500343,25.0,True
1020,1020,2924.0,tt0101393,Backdraft,Backdraft,1991-05-24,152368585.0,75000000.0,137.0,"Silently behind a door, it waits.",They say a blast of flames can take a life ... and hide a secret. But now firemen brothers Brian and Stephen McCaffrey are battling each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.5,575.0,"['UniversalPictures', 'TrilogyEntertainmentGroup', 'ImagineEntertainment']","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1991,2.0315811333333333,False,False,False,False,False,False,"['UniversalPictures', 'TrilogyEntertainmentGroup', 'ImagineEntertainment']",152.368585,75.0,True
1021,1021,1645.0,tt0117913,A Time to Kill,A Time to Kill,1996-07-24,152266007.0,40000000.0,149.0,Experience a time you'll never forget.,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.2,898.0,"['RegencyEnterprises', 'WarnerBros.Pictures']","['Crime', 'Drama', 'Thriller']",1996,3.806650175,False,True,False,False,False,False,"['RegencyEnterprises', 'WarnerBros.Pictures']",152.266007,40.0,True
1022,1022,35056.0,tt1279935,Date Night,Date Night,2010-04-08,152263880.0,55000000.0,97.0,One ordinary couple. One little white lie.,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves – and now a number of unsavoury characters want Phil and Claire killed.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.0,1686.0,"['DuneEntertainment', '21LapsEntertainment', '20thCenturyFox']",['Comedy'],2010,2.768434181818182,False,False,True,False,False,False,"['DuneEntertainment', '21LapsEntertainment', '20thCenturyFox']",152.26388,55.0,True
1023,1023,393.0,tt0378194,Kill Bill: Vol. 2,Kill Bill: Vol. 2,2004-04-16,152159461.0,30000000.0,136.0,The bride is back for the final cut.,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.8,7095.0,"['SuperCoolManChu', 'Miramax', 'ABandApart']","['Action', 'Crime', 'Thriller']",2004,5.071982033333334,False,False,False,False,False,False,"['SuperCoolManChu', 'Miramax', 'ABandApart']",152.159461,30.0,True
1024,1024,9294.0,tt0117333,Phenomenon,Phenomenon,1996-07-05,152036382.0,32000000.0,123.0,Some things in life just can't be explained.,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,531.0,['TouchstonePictures'],"['Drama', 'Fantasy', 'Romance', 'ScienceFiction']",1996,4.7511369375,False,False,False,False,False,False,['TouchstonePictures'],152.036382,32.0,True
1025,1025,10329.0,tt0112715,Congo,Congo,1995-06-09,152022101.0,50000000.0,109.0,Where you are the endangered species.,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.2,358.0,"['Paramount', 'TheKennedy/MarshallCompany']","['Action', 'Adventure']",1995,3.04044202,False,False,False,False,True,False,"['Paramount', 'TheKennedy/MarshallCompany']",152.022101,50.0,True
1026,1026,13885.0,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,152000000.0,50000000.0,116.0,Never Forget. Never Forgive.,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.1,3128.0,"['TimBurtonProductions', 'Parkes+MacDonaldImageNation', 'DreamWorks', 'WarnerBros.Pictures', 'TheZanuckCompany']","['Drama', 'Horror']",2007,3.04,False,True,False,False,False,False,"['TimBurtonProductions', 'Parkes+MacDonaldImageNation', 'DreamWorks', 'WarnerBros.Pictures', 'TheZanuckCompany']",152.0,50.0,True
1027,1027,208134.0,tt3063516,Jackass Presents: Bad Grandpa,Jackass Presents: Bad Grandpa,2013-10-22,151831537.0,15000000.0,92.0,Real people. Real reactions. Real messed up.,"86-year-old Irving Zisman is on a journey across America with the most unlikely companion: his 8 year-old grandson, Billy.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.0,906.0,"['Paramount', 'MTVFilms', 'DickhouseProductions']",['Comedy'],2013,10.122102466666666,False,False,False,False,True,False,"['Paramount', 'MTVFilms', 'DickhouseProductions']",151.831537,15.0,True
1028,1028,2280.0,tt0094737,Big,Big,1988-06-03,151668774.0,18000000.0,104.0,Have you ever had a really big secret?,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.0,1726.0,"['AmericanEntertainmentPartnersIIL.P.', 'GracieFilms', '20thCenturyFox']","['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",1988,8.426043,False,False,True,False,False,False,"['AmericanEntertainmentPartnersIIL.P.', 'GracieFilms', '20thCenturyFox']",151.668774,18.0,True
1029,1029,9481.0,tt0145681,The Bone Collector,The Bone Collector,1999-11-04,151493655.0,73000000.0,118.0,Serial killer vs. forensic genius,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.7,1526.0,"['UniversalPictures', 'ColumbiaPictures']","['Drama', 'Mystery', 'Thriller', 'Crime']",1999,2.0752555479452055,False,False,False,False,False,False,"['UniversalPictures', 'ColumbiaPictures']",151.493655,73.0,True
1030,1030,218836.0,tt2980706,Planes: Fire & Rescue,Planes: Fire & Rescue,2014-07-17,151165787.0,50000000.0,83.0,"When others fly out, heroes fly in.","When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.0,407.0,"['WaltDisneyTelevisionAnimation', 'PranaStudios', 'PranaAnimationStudios']","['Animation', 'Comedy', 'Adventure', 'Family']",2014,3.02331574,False,False,False,False,False,True,"['WaltDisneyTelevisionAnimation', 'PranaStudios', 'PranaAnimationStudios']",151.165787,50.0,True
1031,1031,7461.0,tt0443274,Vantage Point,Vantage Point,2008-02-01,151161491.0,40000000.0,90.0,"8 Strangers, 8 points of view.  1 Truth.",The attempted assassination of the American President is told and re-told from several different perspectives.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,1075.0,"['Kanzaman', 'ColumbiaPictures', 'RelativityMedia', 'OriginalFilm', 'ArtInMotion']","['Drama', 'Action', 'Thriller', 'Crime']",2008,3.779037275,False,False,False,False,False,False,"['Kanzaman', 'ColumbiaPictures', 'RelativityMedia', 'OriginalFilm', 'ArtInMotion']",151.161491,40.0,True
1032,1032,59436.0,tt1605783,Midnight in Paris,Midnight in Paris,2011-05-11,151119219.0,30000000.0,94.0,,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,"['{iso_3166_1:ES', 'name:Spain}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.5,3782.0,"['PontchartrainProductions', 'GravierProductions', 'Mediapro', 'VersátilCinema', 'TelevisiódeCatalunya']","['Fantasy', 'Comedy', 'Romance']",2011,5.0373073,False,False,False,False,False,False,"['PontchartrainProductions', 'GravierProductions', 'Mediapro', 'VersátilCinema', 'TelevisiódeCatalunya']",151.119219,30.0,True
1033,1033,64686.0,tt1335975,47 Ronin,47 Ronin,2013-12-06,150962475.0,175000000.0,119.0,For courage. For loyalty. For honor.,"Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.0,1999.0,"['MidAtlanticFilms', 'StuberProductions', 'MovingPictureCompany', 'H2FEntertainment', 'UniversalPictures']","['Drama', 'Action', 'Adventure', 'Fantasy']",2013,0.8626427142857143,False,False,False,False,False,False,"['MidAtlanticFilms', 'StuberProductions', 'MovingPictureCompany', 'H2FEntertainment', 'UniversalPictures']",150.962475,175.0,True
1034,1034,8328.0,tt1023481,Step Up 2: The Streets,Step Up 2: The Streets,2008-02-14,150816700.0,23000000.0,98.0,It's not where you're from. It's where you're at.,"When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.5,1253.0,"['TouchstonePictures', 'SummitEntertainment', 'OffspringEntertainment']","['Music', 'Drama', 'Romance']",2008,6.557247826086956,False,False,False,False,False,False,"['TouchstonePictures', 'SummitEntertainment', 'OffspringEntertainment']",150.8167,23.0,True
1035,1035,205584.0,tt2404233,Gods of Egypt,Gods of Egypt,2016-02-25,150680864.0,140000000.0,127.0,The battle for eternity begins,A common thief joins a mythical god on a quest through Egypt.,"['{iso_3166_1:AU', 'name:Australia}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.4,2236.0,"['ThunderRoadPictures', 'Pyramania', 'SummitEntertainment', 'MysteryClockCinema', 'TIKFilms']","['Action', 'Adventure', 'Fantasy', 'ScienceFiction']",2016,1.0762918857142858,False,False,False,False,False,False,"['ThunderRoadPictures', 'Pyramania', 'SummitEntertainment', 'MysteryClockCinema', 'TIKFilms']",150.680864,140.0,True
1036,1036,50544.0,tt1632708,Friends with Benefits,Friends with Benefits,2011-07-21,150483765.0,35000000.0,109.0,Some friends come with a happy ending.,"Dylan and Jamie think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.6,4381.0,"['CastleRockEntertainment', 'ScreenGems', 'OliveBridgeEntertainment']","['Romance', 'Comedy']",2011,4.299536142857143,False,False,False,False,False,False,"['CastleRockEntertainment', 'ScreenGems', 'OliveBridgeEntertainment']",150.483765,35.0,True
1038,1038,9208.0,tt0115759,Broken Arrow,Broken Arrow,1996-02-09,150270147.0,50000000.0,108.0,Prepare to Go Ballistic.,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.9,682.0,"['WCGEntertainmentProductions', '20thCenturyFox', 'TheMarkGordonCompany']","['Action', 'Adventure', 'Drama', 'Thriller']",1996,3.00540294,False,False,True,False,False,False,"['WCGEntertainmentProductions', '20thCenturyFox', 'TheMarkGordonCompany']",150.270147,50.0,True
1039,1039,18487.0,tt1111422,The Taking of Pelham 1 2 3,The Taking of Pelham 1 2 3,2009-06-11,150166126.0,100000000.0,106.0,I can't get it out of my head. I'm gonna die today.,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.2,1584.0,"['EscapeArtists', 'ColumbiaPictures', 'RelativityMedia', 'ScottFreeProductions', 'Metro-Goldwyn-Mayer']","['Thriller', 'Drama', 'Crime', 'Mystery']",2009,1.50166126,False,False,False,False,False,False,"['EscapeArtists', 'ColumbiaPictures', 'RelativityMedia', 'ScottFreeProductions', 'Metro-Goldwyn-Mayer']",150.166126,100.0,True
1042,1042,199.0,tt0117731,Star Trek: First Contact,Star Trek: First Contact,1996-11-21,150000000.0,46000000.0,111.0,Resistance is futile.,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.2,911.0,"['DigitalImageAssociates', 'Paramount']","['ScienceFiction', 'Action', 'Adventure', 'Thriller']",1996,3.260869565217391,False,False,False,False,True,False,"['DigitalImageAssociates', 'Paramount']",150.0,46.0,True
1043,1043,2275.0,tt0144214,The General's Daughter,The General's Daughter,1999-06-18,149705852.0,60000000.0,116.0,Go behind the lies.,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.","['{iso_3166_1:DE', 'name:Germany}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.2,361.0,"['MFPMunichFilmPartnersGmbH&CompanyI.ProduktionsKG', 'Paramount', 'NeufeldRehmeProductions', 'KraneEntertainment']","['Crime', 'Drama', 'Mystery', 'Thriller']",1999,2.4950975333333334,False,False,False,False,True,False,"['MFPMunichFilmPartnersGmbH&CompanyI.ProduktionsKG', 'Paramount', 'NeufeldRehmeProductions', 'KraneEntertainment']",149.705852,60.0,True
1044,1044,71880.0,tt0810913,Jack and Jill,Jack and Jill,2011-11-11,149673788.0,79000000.0,91.0,His twin sister is coming for the holidays... ...and it ain't pretty.,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",4.0,1069.0,"['BrokenRoadProductions', 'ColumbiaPictures', 'HappyMadisonProductions']",['Comedy'],2011,1.894604911392405,False,False,False,False,False,False,"['BrokenRoadProductions', 'ColumbiaPictures', 'HappyMadisonProductions']",149.673788,79.0,True
1046,1046,193756.0,tt1091191,Lone Survivor,Lone Survivor,2013-12-24,149295601.0,40000000.0,121.0,Based on true acts of courage,"Four Navy SEALs on a covert mission to neutralize a high-level al-Qaeda operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.4,2227.0,"['Emmett/FurlaFilms', 'EnvisionEntertainment', 'Film44', 'HerrickEntertainment', 'Leverage', 'SpikingsEntertainment', 'SingleBerry', 'ClosesttotheHoleProductions']","['Action', 'Drama', 'War']",2013,3.732390025,False,False,False,False,False,False,"['Emmett/FurlaFilms', 'EnvisionEntertainment', 'Film44', 'HerrickEntertainment', 'Leverage', 'SpikingsEntertainment', 'SingleBerry', 'ClosesttotheHoleProductions']",149.295601,40.0,True
1047,1047,14405.0,tt1014775,Beverly Hills Chihuahua,Beverly Hills Chihuahua,2008-10-03,149281606.0,20000000.0,91.0,50% Warrior. 50% Lover. 100% Chihuahua.,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",4.8,450.0,"['WaltDisneyPictures', 'SmartEntertainment', 'MandevilleFilms']","['Adventure', 'Comedy', 'Family', 'Romance']",2008,7.4640803,False,False,False,False,False,True,"['WaltDisneyPictures', 'SmartEntertainment', 'MandevilleFilms']",149.281606,20.0,True
1048,1048,2123.0,tt0183505,"Me, Myself & Irene","Me, Myself & Irene",2000-06-22,149270999.0,51000000.0,116.0,From gentle to mental.,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,1739.0,"['ConundrumEntertainment', '20thCenturyFox']",['Comedy'],2000,2.9268823333333334,False,False,True,False,False,False,"['ConundrumEntertainment', '20thCenturyFox']",149.270999,51.0,True
1049,1049,71676.0,tt1071875,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2011-12-10,149217355.0,57000000.0,95.0,He Rides Again.,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.","['{iso_3166_1:AE', 'name:UnitedArabEmirates}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",4.8,1952.0,"['ColumbiaPictures', 'ImagenationAbuDhabiFZ', 'MarvelEntertainment', 'HydeParkEntertainment', 'CrystalSkyPictures', 'MarvelKnights', 'MichaelDeLucaProductions']","['Action', 'Fantasy', 'Thriller']",2011,2.6178483333333333,False,False,False,True,False,False,"['ColumbiaPictures', 'ImagenationAbuDhabiFZ', 'MarvelEntertainment', 'HydeParkEntertainment', 'CrystalSkyPictures', 'MarvelKnights', 'MichaelDeLucaProductions']",149.217355,57.0,True
