,id,imdb_id,title,release_date,genres,revenue,budget,runtime,tagline,overview,production_companies,production_countries,vote_average,vote_count,all_companies
3115,10550,tt0308208,Ballistic: Ecks vs. Sever,2002-09-20,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",19924033,70000000,91,,"Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will.","[{'id': 76491, 'logo_path': None, 'name': 'SuperMega', 'origin_country': ''}, {'id': 1403, 'logo_path': None, 'name': 'Franchise Pictures', 'origin_country': 'US'}, {'id': 20033, 'logo_path': None, 'name': 'Chris Lee Productions', 'origin_country': ''}, {'id': 76492, 'logo_path': None, 'name': 'MHF Erste Academy Film GmbH & Co. Produktions KG', 'origin_country': ''}, {'id': 2755, 'logo_path': None, 'name': 'Dante Entertainment', 'origin_country': ''}, {'id': 1171, 'logo_path': None, 'name': 'Epsilon Motion Pictures', 'origin_country': 'CH'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",4.3,162,"['SuperMega', 'Franchise Pictures', 'Chris Lee Productions', 'MHF Erste Academy Film GmbH & Co. Produktions KG', 'Dante Entertainment', 'Epsilon Motion Pictures']"
3116,11258,tt0120696,Hard Rain,1998-01-16,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",19870567,70000000,97,"In the worst storm in living memory, one guard stands between five men and three million dollars.","Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics.","[{'id': 23932, 'logo_path': None, 'name': 'UGC PH', 'origin_country': ''}, {'id': 4650, 'logo_path': None, 'name': 'Marubeni', 'origin_country': ''}, {'id': 762, 'logo_path': None, 'name': 'Mutual Film Company', 'origin_country': ''}, {'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 1382, 'logo_path': '/sOg7LGESPH5vCTOIdbMhLuypoLL.png', 'name': 'PolyGram Filmed Entertainment', 'origin_country': 'US'}, {'id': 55474, 'logo_path': None, 'name': 'Stargate Studios', 'origin_country': ''}, {'id': 7237, 'logo_path': None, 'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'origin_country': ''}, {'id': 657, 'logo_path': None, 'name': 'Toho-Towa', 'origin_country': ''}, {'id': 3324, 'logo_path': '/16fY7pucCzn7WSOYxOGRHlAayL3.png', 'name': 'BBC', 'origin_country': 'GB'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5.6,302,"['UGC PH', 'Marubeni', 'Mutual Film Company', 'Paramount', 'PolyGram Filmed Entertainment', 'Stargate Studios', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'Toho-Towa', 'BBC']"
3117,8338,tt0861689,Blindness,2008-05-14,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",19844979,25000000,121,Your vision of the world will change forever.,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.","[{'id': 164, 'logo_path': '/v3zcUepvKC7Vz36yjklk1rw6k8Q.png', 'name': 'Rhombus Media', 'origin_country': 'CA'}, {'id': 345, 'logo_path': None, 'name': 'O2 Filmes', 'origin_country': 'BR'}, {'id': 2439, 'logo_path': None, 'name': 'Bee Vine Pictures', 'origin_country': 'JP'}, {'id': 2514, 'logo_path': None, 'name': 'Alliance Films', 'origin_country': ''}, {'id': 11547, 'logo_path': None, 'name': 'Ancine', 'origin_country': ''}, {'id': 3033, 'logo_path': None, 'name': 'Asmik Ace', 'origin_country': 'JP'}, {'id': 11548, 'logo_path': None, 'name': 'BNDES', 'origin_country': ''}, {'id': 11549, 'logo_path': None, 'name': 'Cinema Investment', 'origin_country': ''}, {'id': 11550, 'logo_path': None, 'name': 'Corus Entertainment', 'origin_country': 'CA'}, {'id': 4887, 'logo_path': None, 'name': 'Fox Filmes do Brasil', 'origin_country': 'BR'}, {'id': 3656, 'logo_path': None, 'name': 'GAGA', 'origin_country': ''}, {'id': 11551, 'logo_path': None, 'name': 'Movie Central Network', 'origin_country': ''}, {'id': 806, 'logo_path': '/kcNh09qqR2Pkw1JAzRW4CommrW4.png', 'name': 'Téléfilm Canada', 'origin_country': 'CA'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",6.5,635,"['Rhombus Media', 'O2 Filmes', 'Bee Vine Pictures', 'Alliance Films', 'Ancine', 'Asmik Ace', 'BNDES', 'Cinema Investment', 'Corus Entertainment', 'Fox Filmes do Brasil', 'GAGA', 'Movie Central Network', 'Téléfilm Canada']"
3118,43931,tt0872230,My Soul to Take,2010-10-08,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",19829957,25000000,107,Only One Has The Power To Save Their Souls,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,"[{'id': 8853, 'logo_path': None, 'name': 'Rogue', 'origin_country': ''}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.4,239,"['Rogue', 'Relativity Media']"
3119,12158,tt0114825,Vampire in Brooklyn,1995-10-26,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",19800000,14000000,100,A comic tale of horror and seduction.,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.","[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4.7,207,['Paramount']
3120,1845,tt0841044,2 Days in Paris,2007-02-09,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19776159,0,96,"He knew Paris was for lovers, he just didn't think they were all hers.","Adam Goldberg delivers ""an uproarious study in transatlantic culture panic"" as Jack, an anxious, hypochondriac-prone New Yorker vacationing throughout Europe with his breezy, free-spirited Parisian girlfriend, Marion. But when they make a two-day stop in Marion's hometown, the couple's romantic trip takes a turn as Jack is exposed to Marion's sexually perverse and emotionally unstable family.","[{'id': 702, 'logo_path': None, 'name': '3L Filmproduktion GmbH', 'origin_country': ''}, {'id': 764, 'logo_path': None, 'name': 'Polaris Film Productions', 'origin_country': 'FR'}, {'id': 765, 'logo_path': None, 'name': 'Tempête Sous Un Crâne Productions', 'origin_country': 'FR'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",6.4,177,"['3L Filmproduktion GmbH', 'Polaris Film Productions', 'Tempête Sous Un Crâne Productions', 'Focus Features']"
3121,16110,tt0205461,Thomas and the Magic Railroad,2000-07-26,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",19748009,0,85,Little Engines CAN Do Big Things...,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lily and her morose grandfather, plus the secret engine.","[{'id': 2268, 'logo_path': '/wgDks2qYgwN6u1OkW1bBre0rf4F.png', 'name': 'Isle of Man Film', 'origin_country': 'GB'}, {'id': 37618, 'logo_path': None, 'name': 'Britt Allcroft Productions', 'origin_country': ''}, {'id': 769, 'logo_path': None, 'name': 'Destination Films', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",4.2,22,"['Isle of Man Film', 'Britt Allcroft Productions', 'Destination Films']"
3122,18913,tt0099128,Betsy's Wedding,1990-06-22,"[{'id': 35, 'name': 'Comedy'}]",19740070,0,94,The wedding picture doesn't always tell the real story.,"Offbeat fashion student Betsy Hopper and her straight-laced investment-banker fiancé, Dylan Walsh, just want an intimate little wedding reception, but Betsy's father, Eddie, a Long Island construction contractor, feels so threatened by Jake's rich WASP parents that he blows the ceremony up into a bank-breaking showpiece, sending his wife, Lola, into a financial panic.","[{'id': 56975, 'logo_path': None, 'name': ""Betsy's Wedding"", 'origin_country': ''}, {'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 10282, 'logo_path': None, 'name': 'Silver Screen Partners IV', 'origin_country': ''}, {'id': 56976, 'logo_path': None, 'name': 'Martin Bregman Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.8,13,"[""Betsy's Wedding"", 'Touchstone Pictures', 'Silver Screen Partners IV', 'Martin Bregman Productions']"
3123,21291,tt0097142,Dad,1989-10-27,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",19738015,19000000,117,,"A busy executive (Ted Danson) learns during a meeting that his mother may be dying and rushes home to her side. He ends up being his father's caretaker and becomes closer to him (Jack Lemmon) than ever before. Estranged from his own son (Ethan Hawke), the executive comes to realize what has been missing in his own life.","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.3,33,"['Universal Pictures', 'Amblin Entertainment']"
3124,2124,tt0109456,Color of Night,1994-08-19,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",19726050,40000000,121,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night.","When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.","[{'id': 1504, 'logo_path': None, 'name': 'Cinergi Pictures Entertainment', 'origin_country': ''}, {'id': 915, 'logo_path': '/xXojkyRWFZ0JTJyjiu13ThKeFbz.png', 'name': 'Hollywood Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.4,199,"['Cinergi Pictures Entertainment', 'Hollywood Pictures']"
3125,15613,tt0106912,Fire in the Sky,1993-03-12,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",19724334,19885552,109,"Alien abduction. November 5, 1975. White Mountains, Northeastern Arizona. Based on the true story.","A group of men who were clearing bush for the government arrive back in town, claiming that their friend was abducted by aliens. Nobody believes them, and despite a lack of motive and no evidence of foul play, their friends' disappearance is treated as murder.","[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.5,195,['Paramount']
3126,98357,tt1235522,Broken City,2013-01-18,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",19701164,56000000,109,Proof Can Be a Powerful Weapon.,"In a broken city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor. Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.","[{'id': 8532, 'logo_path': None, 'name': '1984 Private Defense Contractors', 'origin_country': ''}, {'id': 10405, 'logo_path': None, 'name': 'Emmett/Furla Films', 'origin_country': 'US'}, {'id': 7415, 'logo_path': None, 'name': 'Inferno International', 'origin_country': ''}, {'id': 508, 'logo_path': '/7PzJdsLGlR7oW4J0J5Xcd0pHGRg.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 22146, 'logo_path': '/jPBtpMh0AUFqf9yfOJXer9d5Rei.png', 'name': 'Black Bear Pictures', 'origin_country': 'US'}, {'id': 10104, 'logo_path': '/hNuGhsKVlmhnwSRcmOejDBDjh6w.png', 'name': 'New Regency Pictures', 'origin_country': 'US'}, {'id': 8537, 'logo_path': None, 'name': 'Closest to the Hole Productions', 'origin_country': 'US'}, {'id': 11030, 'logo_path': None, 'name': 'Envision Entertainment', 'origin_country': 'US'}, {'id': 8536, 'logo_path': None, 'name': 'Leverage', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.9,795,"['1984 Private Defense Contractors', 'Emmett/Furla Films', 'Inferno International', 'Regency Enterprises', 'Black Bear Pictures', 'New Regency Pictures', 'Closest to the Hole Productions', 'Envision Entertainment', 'Leverage']"
3127,26602,tt0234829,Summer Catch,2001-08-22,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19693891,34000000,108,Are you game?,"A coming-of-age romantic comedy set against the backdrop of the Cape Cod Baseball League. Local boy Ryan Dunne (Freddie Prinze Jr.), now a pitcher for Boston College, meets Tenley Parrish (Jessica Biel), the daughter of a wealthy couple who summer on the Cape. Ryan and Tenley fall in love, much to the chagrin of their families, while Ryan clings to one last hope of being discovered and signed to a pro baseball contract.","[{'id': 2184, 'logo_path': None, 'name': 'Tollin/Robbins Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.2,91,"['Tollin/Robbins Productions', 'Warner Bros. Pictures']"
3128,218043,tt2467046,Left Behind,2014-10-03,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",19682924,16000000,110,The End Begins,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,"[{'id': 16558, 'logo_path': None, 'name': 'Stoney Lake Entertainment', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",3.9,671,['Stoney Lake Entertainment']
3129,87496,tt1381404,The Company You Keep,2012-09-06,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",19633027,0,121,The greatest manhunt in history.,A former Weather Underground activist goes on the run from a journalist who discovers his identity.,"[{'id': 55063, 'logo_path': None, 'name': 'TCYK North Productions', 'origin_country': ''}, {'id': 316, 'logo_path': None, 'name': 'Wildwood Enterprises', 'origin_country': 'US'}, {'id': 1063, 'logo_path': '/fpVBhNnopOZwGuF0gg99oBHp1ht.png', 'name': 'Brightlight Pictures', 'origin_country': 'CA'}, {'id': 770, 'logo_path': None, 'name': 'Kingsgate Films', 'origin_country': ''}, {'id': 6626, 'logo_path': '/A1BnMoWjzjOrjzpWimyBQkf84mS.png', 'name': 'Voltage Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6.1,368,"['TCYK North Productions', 'Wildwood Enterprises', 'Brightlight Pictures', 'Kingsgate Films', 'Voltage Pictures']"
3130,2900,tt0138304,The Astronaut's Wife,1999-08-26,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",19598588,75000000,109,How well do you know the one you love?,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?","[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 1757, 'logo_path': None, 'name': 'Mad Chance', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.5,457,"['New Line Cinema', 'Mad Chance']"
3131,9296,tt0258153,S1m0ne,2002-08-23,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",19576023,0,117,A star is... created.,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star — the first totally believable synthetic actress.","[{'id': 27465, 'logo_path': None, 'name': 'Niccol Films', 'origin_country': ''}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.8,427,"['Niccol Films', 'New Line Cinema']"
3132,67913,tt1540133,The Guard,2011-07-07,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",19560274,6000000,96,The FBI are about to discover that things work a little differently around here.,"Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett assigned to the case.","[{'id': 6901, 'logo_path': None, 'name': 'Prescience', 'origin_country': ''}, {'id': 2452, 'logo_path': '/6CLoZ59fLPG7UyxQtGTqRevjf58.png', 'name': 'UK Film Council', 'origin_country': 'GB'}, {'id': 7308, 'logo_path': None, 'name': 'Reprisal Films', 'origin_country': ''}, {'id': 7309, 'logo_path': None, 'name': 'Aegis Film Fund', 'origin_country': ''}, {'id': 3353, 'logo_path': '/qv2v9HaStUTRjqonODM29YG0oFX.png', 'name': 'Element Pictures', 'origin_country': 'IE'}, {'id': 3314, 'logo_path': None, 'name': 'Crescendo Productions', 'origin_country': ''}, {'id': 5267, 'logo_path': '/trP3GsUyIztMwcqev3jK1gOeCSA.png', 'name': 'Irish Film Board', 'origin_country': 'IE'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}]",6.9,549,"['Prescience', 'UK Film Council', 'Reprisal Films', 'Aegis Film Fund', 'Element Pictures', 'Crescendo Productions', 'Irish Film Board']"
3133,16577,tt0375568,Astro Boy,2009-10-15,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",19551067,10000000,94,Have a blast.,"Set in the futuristic Metro City, Astro Boy (Atom) is a young robot with incredible powers created by a brilliant scientist in the image of the son he had lost. Unable to fulfill his creator's expectations, Astro embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before returning to save Metro City and reconcile with the father who rejected him.","[{'id': 491, 'logo_path': '/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 3463, 'logo_path': None, 'name': 'Imagi Animation Studios', 'origin_country': ''}, {'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 4262, 'logo_path': None, 'name': 'Tezuka Productions', 'origin_country': 'JP'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6.2,693,"['Summit Entertainment', 'Imagi Animation Studios', 'The Weinstein Company', 'Tezuka Productions']"
3134,50839,tt1615147,Margin Call,2011-09-28,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",19504039,3500000,107,Be first. Be smarter. Or cheat.,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,"[{'id': 46225, 'logo_path': None, 'name': 'Untitled Entertainment', 'origin_country': 'US'}, {'id': 14861, 'logo_path': None, 'name': 'Before the Door Pictures', 'origin_country': ''}, {'id': 6692, 'logo_path': '/2Wd2CodKtgB4XyAQH4ez8qnZuqg.png', 'name': 'Benaroya Pictures', 'origin_country': 'US'}, {'id': 14862, 'logo_path': '/2YobmEkVFAcw368uz6Ie1sGP2C8.png', 'name': 'Washington Square Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.8,823,"['Untitled Entertainment', 'Before the Door Pictures', 'Benaroya Pictures', 'Washington Square Films']"
3135,10461,tt0208988,Get Carter,2000-10-06,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",19412993,63600000,102,The Truth Hurts,"Remake of the British classic. Jack Carter, a mob enforcer living in Las Vegas, travels back to his hometown of Seattle for his brother's funeral. During this visit, Carter realizes that the death of his brother was not accidental, but a murder. With this knowledge, Carter sets out to kill all those responsible.","[{'id': 10210, 'logo_path': None, 'name': 'Morgan Creek Productions', 'origin_country': 'US'}, {'id': 22351, 'logo_path': None, 'name': 'The Canton Company', 'origin_country': ''}, {'id': 1403, 'logo_path': None, 'name': 'Franchise Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4.9,251,"['Morgan Creek Productions', 'The Canton Company', 'Franchise Pictures', 'Warner Bros. Pictures']"
3136,36970,tt0765128,Oceans,2009-10-17,"[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]",19406406,0,84,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.","[{'id': 4436, 'logo_path': '/iCnomrQJMG059X084K4bARkYIhM.png', 'name': 'Disneynature', 'origin_country': ''}, {'id': 6586, 'logo_path': None, 'name': 'TPS Star', 'origin_country': ''}, {'id': 6735, 'logo_path': '/6yyByQrmTAgJv0QzZ1Eh1jiGX4R.png', 'name': 'Participant Media', 'origin_country': 'US'}, {'id': 19267, 'logo_path': None, 'name': 'Conseil Régional du Calvados', 'origin_country': ''}, {'id': 20346, 'logo_path': None, 'name': 'Région Bretagne', 'origin_country': ''}, {'id': 33250, 'logo_path': None, 'name': 'Ministère du Développement Durable et de la Mer', 'origin_country': ''}, {'id': 33251, 'logo_path': None, 'name': 'JMH-TSR', 'origin_country': ''}, {'id': 33252, 'logo_path': None, 'name': 'HH Sheikha Salama bint Hamdan Al Nahyan', 'origin_country': ''}, {'id': 33253, 'logo_path': None, 'name': ""Conseil Général des Côtes d'Armor"", 'origin_country': ''}, {'id': 33254, 'logo_path': None, 'name': 'Conseil Général du Morbihan', 'origin_country': ''}, {'id': 33255, 'logo_path': None, 'name': 'Région Basse-Normandie', 'origin_country': ''}, {'id': 310, 'logo_path': '/4Gp5A4YdjPBfsHT47ngHMaXWmb9.png', 'name': 'Centre National de la Cinématographie', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR'}, {'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 7131, 'logo_path': '/eLvjHPYZ12GR58lrDgg6MXZp2a3.png', 'name': 'France Télévisions', 'origin_country': 'FR'}, {'id': 793, 'logo_path': '/10DhIXAmAixQvBOsjZ1MOeSRyUC.png', 'name': 'Galatée Films', 'origin_country': 'FR'}, {'id': 7981, 'logo_path': '/6Yv1gIAuGkHS5Vis4UjnqHhCPWV.png', 'name': 'Pathé!', 'origin_country': 'FR'}, {'id': 1937, 'logo_path': None, 'name': 'Notro Films', 'origin_country': ''}, {'id': 311, 'logo_path': '/TNGvZ8zOklntjPP3EcsHtrR8Rc.png', 'name': 'PROCIREP', 'origin_country': 'FR'}, {'id': 309, 'logo_path': None, 'name': 'Angoa-Agicoa', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'MC', 'name': 'Monaco'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",7.2,161,"['Disneynature', 'TPS Star', 'Participant Media', 'Conseil Régional du Calvados', 'Région Bretagne', 'Ministère du Développement Durable et de la Mer', 'JMH-TSR', 'HH Sheikha Salama bint Hamdan Al Nahyan', ""Conseil Général des Côtes d'Armor"", 'Conseil Général du Morbihan', 'Région Basse-Normandie', 'Centre National de la Cinématographie', 'Canal+', 'France 3 Cinéma', 'France 2 Cinéma', 'France Télévisions', 'Galatée Films', 'Pathé!', 'Notro Films', 'PROCIREP', 'Angoa-Agicoa']"
3137,10878,tt0239948,Saving Silverman,2001-02-09,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",19351569,22000000,90,They swore nothing would come between them. Then evil walked in the door,"A pair of buddies conspire to save their best friend from marrying the wrong woman, a cold-hearted beauty who snatches him from them and breaks up their Neil Diamond cover band.","[{'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 172, 'logo_path': None, 'name': 'NPV Entertainment', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.4,253,"['Village Roadshow Pictures', 'NPV Entertainment', 'Columbia Pictures']"
